<<<<<<< HEAD
﻿material_number,gpl_group
"9-2336812-5","All Others"
"9-2336876-1","All Others"
"9-2336876-2","All Others"
"9-2336963-1","All Others"
"9-2336988-1","All Others"
"9-2336988-4","All Others"
"9-2336988-6","All Others"
"9-2336988-7","All Others"
"9-2337005-1","All Others"
"9-2337005-2","All Others"
"9-2337005-3","All Others"
"9-2337005-4","All Others"
"9-2337005-5","All Others"
"9-2337005-6","All Others"
"9-2337100-1","All Others"
"9-2337307-1","All Others"
"9-2337609-1","All Others"
"9-2337609-3","All Others"
"9-2337808-1","All Others"
"9-2337808-2","All Others"
"9-2337937-5","All Others"
"9-2338380-1","All Others"
"9-2338380-2","All Others"
"9-2338380-3","All Others"
"9-2338384-2","All Others"
"9-2338652-1","All Others"
"9-2338652-2","All Others"
"9-2338652-3","All Others"
"9-2338652-4","All Others"
"9-2338731-5","All Others"
"9-2338993-1","All Others"
"9-2339192-1","All Others"
"9-2339192-2","All Others"
"9-2339192-3","All Others"
"9-2339192-5","All Others"
"9-2339297-1","All Others"
"9-2339485-1","All Others"
"9-2339487-1","All Others"
"9-2339488-1","All Others"
"9-2340137-1","All Others"
"9-2340137-5","All Others"
"9-2340150-1","All Others"
"9-2340150-3","All Others"
"9-2340150-4","All Others"
"9-2340150-5","All Others"
"9-2340150-6","All Others"
"9-2340150-8","All Others"
"9-2340150-9","All Others"
"9-2340574-2","All Others"
"9-2340958-1","All Others"
"9-2340958-2","All Others"
"9-2340958-3","All Others"
"9-2340958-4","All Others"
"9-2340958-5","All Others"
"9-2340958-6","All Others"
"9-2340958-7","All Others"
"9-2342070-1","All Others"
"9-2343172-1","All Others"
"9-2343234-1","All Others"
"9-2343234-3","All Others"
"9-2343235-1","All Others"
"9-2343236-1","All Others"
"9-2343237-1","All Others"
"9-2343237-2","All Others"
"9-2343239-1","All Others"
"9-2343239-2","All Others"
"9-2343351-1","All Others"
"9-2343351-2","All Others"
"9-2343352-1","All Others"
"9-2343352-2","All Others"
"9-2343352-3","All Others"
"9-2343353-1","All Others"
"9-2343354-1","All Others"
"9-2343497-1","All Others"
"9-2343499-1","All Others"
"9-2343501-1","All Others"
"9-2343559-1","All Others"
"9-2343559-2","All Others"
"9-2343559-3","All Others"
"9-2343559-4","All Others"
"9-2343559-5","All Others"
"9-2343559-9","All Others"
"9-2343565-1","All Others"
"9-2343570-1","All Others"
"9-2343570-3","All Others"
"9-2343570-4","All Others"
"9-2343570-5","All Others"
"9-2343570-9","All Others"
"9-2343678-1","All Others"
"9-2343678-5","All Others"
"9-2343968-1","All Others"
"9-2343968-2","All Others"
"9-2344135-1","All Others"
"9-2344135-2","All Others"
"9-2344135-3","All Others"
"9-2344135-4","All Others"
"9-2344135-5","All Others"
"9-2344135-6","All Others"
"9-2344135-8","All Others"
"9-2344202-1","All Others"
"9-2344612-1","All Others"
"9-2344612-3","All Others"
"9-2344641-1","All Others"
"9-2344641-2","All Others"
"9-2344641-3","All Others"
"9-2344641-4","All Others"
"9-2344641-5","All Others"
"9-2344641-7","All Others"
"9-2344641-8","All Others"
"9-2344641-9","All Others"
"9-2344829-1","All Others"
"9-2344906-1","All Others"
"9-2344906-9","All Others"
"9-2345196-1","All Others"
"9-2345196-2","All Others"
"9-2345831-1","All Others"
"9-2345857-1","All Others"
"9-2345857-2","All Others"
"9-2345857-3","All Others"
"9-2345857-4","All Others"
"9-2345915-1","All Others"
"9-2345915-2","All Others"
"9-2345977-1","All Others"
"9-2345977-2","All Others"
"9-2345977-5","All Others"
"9-2347099-1","All Others"
"9-2347099-2","All Others"
"9-2347099-4","All Others"
"9-2347108-1","All Others"
"9-2347108-2","All Others"
"9-2347119-1","All Others"
"9-2347121-1","All Others"
"9-2347210-1","All Others"
"9-2347353-1","All Others"
"9-2347425-1","All Others"
"9-2347466-2","All Others"
"9-2347468-2","All Others"
"9-2347607-1","All Others"
"9-2347608-1","All Others"
"9-2347636-1","All Others"
"9-2347650-1","All Others"
"9-2347650-2","All Others"
"9-2347654-1","All Others"
"9-2347654-3","All Others"
"9-2347655-1","All Others"
"9-2347655-3","All Others"
"9-2347655-7","All Others"
"9-2347670-1","All Others"
"9-2347670-3","All Others"
"9-2347670-6","All Others"
"9-2347670-8","All Others"
"9-2347670-9","All Others"
"9-2347854-1","All Others"
"9-2347888-1","All Others"
"9-2348021-1","All Others"
"9-2348088-1","All Others"
"9-2348264-1","All Others"
"9-2348264-2","All Others"
"9-2348265-1","All Others"
"9-2348334-1","All Others"
"9-2348334-2","All Others"
"9-2348344-1","All Others"
"9-2348560-1","All Others"
"9-2348599-1","All Others"
"9-2348685-1","All Others"
"9-2348685-2","All Others"
"9-2348685-3","All Others"
"9-2348685-4","All Others"
"9-2348685-5","All Others"
"9-2348685-6","All Others"
"9-2348685-7","All Others"
"9-2348685-8","All Others"
"9-2348685-9","All Others"
"9-2348782-1","All Others"
"9-2348786-1","All Others"
"9-2348789-1","All Others"
"9-2348795-1","All Others"
"9-2348926-1","All Others"
"9-2348926-3","All Others"
"9-2348926-4","All Others"
"9-2348926-5","All Others"
"9-2348926-6","All Others"
"9-2348926-7","All Others"
"9-2348926-8","All Others"
"9-2349042-1","All Others"
"9-2349181-1","All Others"
"9-2349181-2","All Others"
"9-2349181-3","All Others"
"9-2349216-1","All Others"
"9-2349237-1","All Others"
"9-2349395-1","All Others"
"9-2349569-1","All Others"
"9-2349569-2","All Others"
"9-2349569-3","All Others"
"9-2349569-4","All Others"
"9-2349569-5","All Others"
"9-2349569-6","All Others"
"9-2349767-2","All Others"
"9-2349772-1","All Others"
"9-2349795-1","All Others"
"9-2350060-1","All Others"
"9-2350064-5","All Others"
"9-2350133-1","All Others"
"9-2350367-1","All Others"
"9-2350367-2","All Others"
"9-2350368-1","All Others"
"9-2350368-2","All Others"
"9-2350368-3","All Others"
"9-2350368-4","All Others"
"9-2350369-1","All Others"
"9-2350369-2","All Others"
"9-2350370-1","All Others"
"9-2350370-2","All Others"
"9-2350370-3","All Others"
"9-2350399-1","All Others"
"9-2350648-1","All Others"
"9-2350648-2","All Others"
"9-2350648-3","All Others"
"9-2350648-4","All Others"
"9-2350648-8","All Others"
"9-2350648-9","All Others"
"9-2350830-1","All Others"
"9-2350830-2","All Others"
"9-2350834-1","All Others"
"9-2350917-1","All Others"
"9-2351704-1","All Others"
"9-2351704-2","All Others"
"9-2351812-1","All Others"
"9-2351812-2","All Others"
"9-2351836-1","All Others"
"9-2351836-2","All Others"
"9-2351840-1","All Others"
"9-2351840-2","All Others"
"9-2351899-1","All Others"
"9-2351960-1","All Others"
"9-2352017-1","All Others"
"9-2352060-1","All Others"
"9-2352179-1","All Others"
"9-2352230-1","All Others"
"9-2352429-1","All Others"
"9-2352508-1","All Others"
"9-2352538-1","All Others"
"9-2352538-2","All Others"
"9-2352538-4","All Others"
"9-2352546-1","All Others"
"9-2352641-1","All Others"
"9-2352700-1","All Others"
"9-2352700-2","All Others"
"9-2352700-5","All Others"
"9-2352700-6","All Others"
"9-2352700-8","All Others"
"9-2352773-1","All Others"
"9-2352773-2","All Others"
"9-2352773-3","All Others"
"9-2354076-1","All Others"
"9-2354099-1","All Others"
"9-2354114-1","All Others"
"9-2354114-3","All Others"
"9-2354114-5","All Others"
"9-2354114-6","All Others"
"9-2354114-7","All Others"
"9-2354114-9","All Others"
"9-2354201-7","All Others"
"9-2354201-8","All Others"
"9-2354248-1","All Others"
"9-2354248-2","All Others"
"9-2354261-1","All Others"
"9-2354261-2","All Others"
"9-2354303-1","All Others"
"9-2354473-1","All Others"
"9-2354473-2","All Others"
"9-2354566-1","All Others"
"9-2354631-1","All Others"
"9-2354631-3","All Others"
"9-2354631-4","All Others"
"9-2354631-5","All Others"
"9-2354631-8","All Others"
"9-2354631-9","All Others"
"9-2354755-1","All Others"
"9-2354761-1","All Others"
"9-2354761-2","All Others"
"9-2354813-1","All Others"
"9-2355321-1","All Others"
"9-2355322-1","All Others"
"9-2355474-1","All Others"
"9-2355494-1","All Others"
"9-2355555-1","All Others"
"9-2355555-6","All Others"
"9-2355555-7","All Others"
"9-2355555-8","All Others"
"9-2355555-9","All Others"
"9-2355741-1","All Others"
"9-2355751-1","All Others"
"9-2355783-1","All Others"
"9-2355810-1","All Others"
"9-2355810-2","All Others"
"9-2355810-9","All Others"
"9-2355811-1","All Others"
"9-2355811-2","All Others"
"9-2355811-7","All Others"
"9-2355811-9","All Others"
"9-2355899-1","All Others"
"9-2355900-1","All Others"
"9-2355900-2","All Others"
"9-2355905-1","All Others"
"9-2355905-2","All Others"
"9-2355905-3","All Others"
"9-2356361-2","All Others"
"9-2356362-1","All Others"
"9-2356363-1","All Others"
"9-2356654-1","All Others"
"9-2356655-1","All Others"
"9-2356666-1","All Others"
"9-2356856-1","All Others"
"9-2356995-1","All Others"
"9-2357442-1","All Others"
"9-2357500-1","All Others"
"9-2357500-4","All Others"
"9-2357500-5","All Others"
"9-2357788-3","All Others"
"9-2358254-1","All Others"
"9-2358254-2","All Others"
"9-2358455-1","All Others"
"9-2358455-3","All Others"
"9-2358455-4","All Others"
"9-2358455-5","All Others"
"9-2358703-1","All Others"
"9-2358727-1","All Others"
"9-2358727-2","All Others"
"9-2358971-1","All Others"
"9-2358972-1","All Others"
"9-2358975-1","All Others"
"9-2359003-1","All Others"
"9-2359004-1","All Others"
"9-2359006-1","All Others"
"9-2359007-1","All Others"
"9-2359008-1","All Others"
"9-2359009-1","All Others"
"9-2359010-1","All Others"
"9-2359261-1","All Others"
"9-2359261-2","All Others"
"9-2359314-2","All Others"
"9-2359314-3","All Others"
"9-2359592-1","All Others"
"9-2359665-1","All Others"
"9-2359700-1","All Others"
"9-2359832-1","All Others"
"9-2359832-7","All Others"
"9-2359832-8","All Others"
"9-2359832-9","All Others"
"9-2359836-1","All Others"
"9-2359896-1","All Others"
"9-2359941-9","All Others"
"9-2359943-9","All Others"
"9-2359945-1","All Others"
"9-2360245-1","All Others"
"9-2361420-1","All Others"
"9-2361427-1","All Others"
"9-2362126-1","All Others"
"9-2362453-1","All Others"
"9-2362453-2","All Others"
"9-2362619-1","All Others"
"9-2362654-1","All Others"
"9-2362654-2","All Others"
"9-2362686-1","All Others"
"9-2362746-1","All Others"
"9-2362747-1","All Others"
"9-2362747-3","All Others"
"9-2362747-4","All Others"
"9-2362747-6","All Others"
"9-2362749-1","All Others"
"9-2362791-1","All Others"
"9-2363287-9","All Others"
"9-2363322-1","All Others"
"9-2363404-1","All Others"
"9-2363492-1","All Others"
"9-2363889-1","All Others"
"9-2363890-1","All Others"
"9-2363899-1","All Others"
"9-2363903-1","All Others"
"9-2364494-1","All Others"
"9-2364494-6","All Others"
"9-2364494-7","All Others"
"9-2364494-8","All Others"
"9-2364494-9","All Others"
"9-2364648-1","All Others"
"9-2364648-2","All Others"
"9-2364648-3","All Others"
"9-2364708-1","All Others"
"9-2364708-2","All Others"
"9-2365183-1","All Others"
"9-2365186-1","All Others"
"9-2365187-1","All Others"
"9-2365188-1","All Others"
"9-2365189-1","All Others"
"9-2365190-1","All Others"
"9-2365190-2","All Others"
"9-2365191-1","All Others"
"9-2365192-1","All Others"
"9-2365192-2","All Others"
"9-2365195-1","All Others"
"9-2365195-2","All Others"
"9-2365195-5","All Others"
"9-2365318-1","All Others"
"9-2365399-1","All Others"
"9-2365409-2","All Others"
"9-2366169-1","All Others"
"9-2366169-2","All Others"
"9-2366302-1","All Others"
"9-2366327-1","All Others"
"9-2366666-4","All Others"
"9-2366743-1","All Others"
"9-2366745-1","All Others"
"9-2366748-1","All Others"
"9-2366870-1","All Others"
"9-2366944-1","All Others"
"9-2367192-1","All Others"
"9-2367192-2","All Others"
"9-2367337-1","All Others"
"9-2367341-1","All Others"
"9-2367345-1","All Others"
"9-2367346-1","All Others"
"9-2367359-1","All Others"
"9-2367400-1","All Others"
"9-2367429-1","All Others"
"9-2367432-1","All Others"
"9-2367434-1","All Others"
"9-2367435-1","All Others"
"9-2367508-1","All Others"
"9-2367508-2","All Others"
"9-2367525-1","All Others"
"9-2367533-1","All Others"
"9-2367534-1","All Others"
"9-2367535-1","All Others"
"9-2367537-1","All Others"
"9-2367788-3","All Others"
"9-2367790-1","All Others"
"9-2368058-1","All Others"
"9-2368058-3","All Others"
"9-2368063-1","All Others"
"9-2368063-2","All Others"
"9-2368342-1","All Others"
"9-2368883-1","All Others"
"9-2368883-3","All Others"
"9-2369096-1","All Others"
"9-2369113-1","All Others"
"9-2369165-1","All Others"
"9-2369206-1","All Others"
"9-2370242-1","All Others"
"9-2370298-1","All Others"
"9-2370300-1","All Others"
"9-2370301-1","All Others"
"9-2370308-1","All Others"
"9-2370308-2","All Others"
"9-2370314-1","All Others"
"9-2370314-2","All Others"
"9-2370455-1","All Others"
"9-2370455-2","All Others"
"9-2370461-1","All Others"
"9-2370462-1","All Others"
"9-2370470-1","All Others"
"9-2370624-1","All Others"
"9-2370706-1","All Others"
"9-2370714-1","All Others"
"9-2370733-1","All Others"
"9-2370779-1","All Others"
"9-2370900-1","All Others"
"9-2370921-1","All Others"
"9-2370949-1","All Others"
"9-2371239-1","All Others"
"9-2371240-1","All Others"
"9-2371530-2","All Others"
"9-2371872-1","All Others"
"9-2371872-3","All Others"
"9-2371872-5","All Others"
"9-2371872-6","All Others"
"9-2371872-7","All Others"
"9-2372298-1","All Others"
"9-2372298-2","All Others"
"9-2372298-4","All Others"
"9-2372299-1","All Others"
"9-2372299-2","All Others"
"9-2372299-4","All Others"
"9-2372300-1","All Others"
"9-2372300-2","All Others"
"9-2372300-3","All Others"
"9-2372300-4","All Others"
"9-2372301-1","All Others"
"9-2372301-2","All Others"
"9-2372302-1","All Others"
"9-2372302-2","All Others"
"9-2372303-1","All Others"
"9-2372303-2","All Others"
"9-2372353-1","All Others"
"9-2372363-1","All Others"
"9-2372363-2","All Others"
"9-2372374-1","All Others"
"9-2372415-1","All Others"
"9-2372607-1","All Others"
"9-2372856-1","All Others"
"9-2372857-1","All Others"
"9-2372860-1","All Others"
"9-2372867-1","All Others"
"9-2372871-1","All Others"
"9-2372871-2","All Others"
"9-2372880-1","All Others"
"9-2372881-1","All Others"
"9-2373105-1","All Others"
"9-2373115-1","All Others"
"9-2373173-8","All Others"
"9-2373177-3","All Others"
"9-2373177-4","All Others"
"9-2373177-5","All Others"
"9-2373178-4","All Others"
"9-2373204-1","All Others"
"9-2373234-1","All Others"
"9-2373237-1","All Others"
"9-2373372-1","All Others"
"9-2373434-2","All Others"
"9-2373450-2","All Others"
"9-2373898-1","All Others"
"9-2373992-1","All Others"
"9-2374163-2","All Others"
"9-2374163-3","All Others"
"9-2374163-4","All Others"
"9-2374413-1","All Others"
"9-2374413-2","All Others"
"9-2374414-1","All Others"
"9-2374414-2","All Others"
"9-2374580-2","All Others"
"9-2374771-1","All Others"
"9-2374771-2","All Others"
"9-2374771-3","All Others"
"9-2374771-4","All Others"
"9-2374771-7","All Others"
"9-2374771-8","All Others"
"9-2374771-9","All Others"
"9-2374775-1","All Others"
"9-2374821-1","All Others"
"9-2374830-1","All Others"
"9-2374946-1","All Others"
"9-2374956-1","All Others"
"9-2375282-1","All Others"
"9-2375385-1","All Others"
"9-2375385-2","All Others"
"9-2375385-3","All Others"
"9-2375385-4","All Others"
"9-2375392-1","All Others"
"9-2375392-2","All Others"
"9-2375600-4","All Others"
"9-2375600-5","All Others"
"9-2375600-6","All Others"
"9-2375600-8","All Others"
"9-2375609-1","All Others"
"9-2375609-2","All Others"
"9-2375609-3","All Others"
"9-2375609-4","All Others"
"9-2375609-5","All Others"
"9-2375609-6","All Others"
"9-2375609-7","All Others"
"9-2375792-1","All Others"
"9-2375792-3","All Others"
